utc	epoch	pid	etime_s	rss_gib	arena_class_gib	arena_class_maps	threads
2026-09-23 12:15:55	80	247321	75746	4.91	3.67	325	168
2026-09-23 12:31:55	81	246834	76713	4.99	3.69	319	168
2026-09-23 12:31:55	81	246946	76711	5.01	3.71	325	168
2026-09-23 12:31:55	81	247123	76709	4.92	3.74	329	168
2026-09-23 12:31:56	81	247321	76707	4.89	3.62	325	168
2026-09-23 12:47:56	82	246834	77673	4.91	3.62	319	168
2026-09-23 12:47:56	82	246946	77672	4.98	3.68	325	168
2026-09-23 12:47:56	82	247123	77670	4.84	3.63	329	168
2026-09-23 12:47:56	82	247321	77668	4.80	3.65	323	168
2026-09-23 13:03:27	83	246834	78604	4.93	3.64	319	168
2026-09-23 13:03:27	83	246946	78603	5.13	3.80	327	168
2026-09-23 13:03:27	83	247123	78601	5.08	3.86	330	168
2026-09-23 13:03:27	83	247321	78598	5.06	3.78	326	168
2026-09-23 13:19:28	84	246834	79565	4.92	3.74	319	168
2026-09-23 13:19:28	84	246946	79563	5.24	3.89	325	168
2026-09-23 13:19:28	84	247123	79561	5.13	3.92	329	168
2026-09-23 13:19:28	84	247321	79559	5.22	3.94	325	168
2026-09-23 13:35:29	85	246834	80526	5.07	3.77	319	168
2026-09-23 13:35:29	85	246946	80524	5.27	3.91	327	168
2026-09-23 13:35:29	85	247123	80522	5.19	3.96	329	168
2026-09-23 13:35:29	85	247321	80520	5.18	3.90	325	168
2026-09-23 13:51:00	86	246834	81457	4.68	3.39	321	168
2026-09-23 13:51:00	86	246946	81455	4.77	3.45	325	168
2026-09-23 13:51:00	86	247123	81453	4.71	3.53	327	168
2026-09-23 13:51:00	86	247321	81451	4.81	3.52	328	168
2026-09-23 14:07:00	87	246834	82418	4.88	3.58	319	168
2026-09-23 14:07:00	87	246946	82416	5.14	3.82	325	168
2026-09-23 14:07:01	87	247123	82414	4.95	3.73	328	168
2026-09-23 14:07:01	87	247321	82412	4.90	3.71	327	168
2026-09-23 14:23:31	88	246834	83409	4.76	3.55	319	168
2026-09-23 14:23:31	88	246946	83407	4.87	3.58	325	168
2026-09-23 14:23:31	88	247123	83405	4.90	3.71	328	168
2026-09-23 14:23:32	88	247321	83403	4.91	3.66	327	168
2026-09-23 14:39:32	89	246834	84369	4.65	3.49	319	168
2026-09-23 14:39:32	89	246946	84368	4.79	3.63	325	168
2026-09-23 14:39:32	89	247123	84366	4.75	3.65	329	168
2026-09-23 14:39:32	89	247321	84364	4.70	3.58	325	168
